district,crop,season,sowing_date,harvest_date,season_total_rainfall_mm,season_avg_temp_c,season_avg_humidity,soil_pH,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,organic_carbon_pct,soil_moisture_pct,yield_kg_per_ha,harvest_days,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha
Nayagarh,Sugarcane,Kharif,2022-06-15,2022-10-30,1198,20.03,68.49,5.62,201,53,232,0.64,28.72,3115,137,83,78,53
Nayagarh,Cotton,Summer,2022-03-20,2022-06-10,527,24.66,61.22,6.23,283,36,284,0.79,34.69,4044,82,52,30,28
Nayagarh,Vegetables,Summer,2025-03-20,2025-06-10,372,25.19,44.42,6.51,394,33,212,1.07,24.57,4781,82,85,31,52
Nayagarh,Rice,Summer,2015-03-20,2015-06-10,322,19.39,64.51,7.26,264,40,253,0.97,23.5,2352,82,140,65,47
Nayagarh,Maize,Summer,2019-03-20,2019-06-10,598,17.4,50.66,5.99,292,29,246,0.92,23.01,4764,82,89,61,26
Nayagarh,Rice,Kharif,2016-06-15,2016-10-30,1464,23.01,78.03,6.34,264,51,186,0.82,20.83,2145,137,88,68,43
Nayagarh,Maize,Rabi,2020-11-15,2021-03-15,249,15.47,51.49,7.21,306,24,252,0.66,30.13,2772,120,69,48,21
Nayagarh,Cotton,Rabi,2020-11-15,2021-03-15,203,21.99,62.73,6.94,241,40,244,1.09,25.11,4242,120,75,41,28
Nayagarh,Maize,Summer,2024-03-20,2024-06-10,484,25.93,66.08,6.3,277,25,187,0.75,20.38,2489,82,51,56,27
Nayagarh,Rice,Kharif,2024-06-15,2024-10-30,1534,21.81,68.44,6.32,233,43,246,0.9,21.89,4821,137,86,48,55
Nayagarh,Cotton,Kharif,2018-06-15,2018-10-30,930,34.84,61.23,7.2,235,60,257,0.88,25.98,3651,137,55,55,34
Nayagarh,Groundnut,Kharif,2025-06-15,2025-10-30,1092,28.53,67.74,6.64,348,43,293,1.05,31.22,4600,137,86,71,33
Nayagarh,Groundnut,Summer,2015-03-20,2015-06-10,334,26.21,68.65,5.93,369,56,270,0.63,25.2,2509,82,92,70,20
Nayagarh,Pulses,Kharif,2015-06-15,2015-10-30,1213,24.09,67.08,5.53,235,25,191,0.78,24.97,3006,137,78,58,51
Nayagarh,Groundnut,Rabi,2022-11-15,2023-03-15,401,24.39,53.16,6.99,231,42,251,0.88,26.19,2304,120,40,43,47
Nayagarh,Pulses,Summer,2017-03-20,2017-06-10,554,27.89,57.06,5.78,286,44,153,1.06,25.12,3544,82,76,40,37
Nayagarh,Mustard,Kharif,2016-06-15,2016-10-30,1209,28.14,73.02,6.28,321,21,296,0.86,33.44,4074,137,44,80,51
Nayagarh,Groundnut,Kharif,2017-06-15,2017-10-30,1088,31.95,62.88,5.58,343,36,196,0.54,32.17,3010,137,85,45,59
Nayagarh,Mustard,Summer,2020-03-20,2020-06-10,437,21.31,44.45,6.71,259,51,237,0.66,18.16,3989,82,43,63,22
Nayagarh,Rice,Summer,2024-03-20,2024-06-10,584,19.68,51.62,6.87,218,57,202,1.08,19.14,5419,82,145,74,24
Nayagarh,Rice,Rabi,2022-11-15,2023-03-15,540,23.34,42.56,6.81,323,52,167,0.94,21.58,3063,120,134,64,47
Nayagarh,Mustard,Kharif,2019-06-15,2019-10-30,904,25.02,77.47,5.61,312,30,229,0.71,32.74,4661,137,76,39,33
Nayagarh,Groundnut,Kharif,2020-06-15,2020-10-30,824,31.95,78.15,7.32,349,40,166,1.04,19.74,2200,137,45,41,30
Nayagarh,Maize,Rabi,2022-11-15,2023-03-15,513,17.59,59.03,7.33,380,28,152,0.63,21.71,3642,120,59,38,28
Nayagarh,Rice,Rabi,2017-11-15,2018-03-15,444,20.98,58.1,6.19,299,51,187,0.88,18.21,5510,120,135,30,59
Nayagarh,Cotton,Kharif,2024-06-15,2024-10-30,1594,24.37,62.68,5.72,297,29,250,0.84,32.22,3739,137,64,44,39
Nayagarh,Groundnut,Rabi,2016-11-15,2017-03-15,223,23.86,54.27,6.11,380,42,295,1.09,27.78,5043,120,57,59,40
Nayagarh,Groundnut,Kharif,2018-06-15,2018-10-30,1143,32.38,72.85,6.01,271,51,191,0.64,20.71,2224,137,94,30,57
Nayagarh,Cotton,Kharif,2025-06-15,2025-10-30,1213,27.94,67.81,6.84,262,27,285,0.84,30.53,2822,137,94,55,28
Nayagarh,Pulses,Summer,2018-03-20,2018-06-10,355,21.98,69.31,6.61,203,30,223,0.66,32.13,2489,82,56,46,45
Nayagarh,Cotton,Kharif,2021-06-15,2021-10-30,1178,20.94,69.42,7.22,361,20,292,0.7,21.57,5708,137,92,58,29
Nayagarh,Mustard,Kharif,2020-06-15,2020-10-30,1201,22.71,64.94,6.61,335,38,194,0.94,23.23,3285,137,60,78,46
Nayagarh,Groundnut,Kharif,2022-06-15,2022-10-30,1205,21.72,79.02,6.29,339,60,202,1.03,28.63,3084,137,62,77,30
Nayagarh,Pulses,Summer,2016-03-20,2016-06-10,392,20.49,66.57,7.4,301,24,237,0.85,18.33,4171,82,55,61,46
Nayagarh,Sugarcane,Kharif,2019-06-15,2019-10-30,1498,34.3,84.47,6.99,260,40,173,0.54,29.47,2102,137,70,59,42
Nayagarh,Pulses,Summer,2019-03-20,2019-06-10,507,17.01,53.56,5.69,291,43,279,0.66,32.56,2006,82,50,58,34
Nayagarh,Mustard,Rabi,2020-11-15,2021-03-15,233,20.91,53.64,5.95,293,29,279,0.55,24.2,2881,120,92,78,34
Nayagarh,Sugarcane,Rabi,2025-11-15,2026-03-15,379,24.35,46.63,6.03,230,51,267,1.09,22.88,5512,120,52,33,24
Nayagarh,Cotton,Summer,2024-03-20,2024-06-10,361,25.31,46.11,5.51,291,31,243,0.96,26.82,2584,82,45,49,38
Nayagarh,Sugarcane,Summer,2023-03-20,2023-06-10,545,26.89,51.68,6.76,390,39,265,1.0,20.73,2771,82,93,63,54
Nayagarh,Groundnut,Kharif,2023-06-15,2023-10-30,1103,33.74,83.83,6.13,205,53,207,1.1,16.78,5790,137,76,31,45
Nayagarh,Mustard,Rabi,2017-11-15,2018-03-15,259,27.62,61.39,7.38,294,30,241,0.67,30.73,5259,120,79,51,32
Nayagarh,Sugarcane,Kharif,2015-06-15,2015-10-30,1051,27.2,67.23,6.76,400,35,225,0.52,28.49,4527,137,88,61,48
Nayagarh,Rice,Summer,2015-03-20,2015-06-10,423,20.25,61.44,7.39,301,52,206,0.77,28.41,5587,82,132,34,53
Nayagarh,Groundnut,Summer,2015-03-20,2015-06-10,470,21.31,58.59,7.26,308,60,234,1.15,27.63,3470,82,72,55,27
Nayagarh,Maize,Summer,2016-03-20,2016-06-10,558,18.28,62.1,6.65,296,38,274,0.97,28.86,2693,82,60,34,43
Nayagarh,Sugarcane,Summer,2017-03-20,2017-06-10,570,22.45,67.24,6.21,370,60,260,0.99,15.94,4013,82,61,37,47
Nayagarh,Maize,Kharif,2017-06-15,2017-10-30,1429,26.26,65.66,6.64,361,28,200,1.05,20.87,4864,137,53,61,28
Nayagarh,Rice,Rabi,2025-11-15,2026-03-15,305,27.41,62.65,5.6,231,27,214,1.07,28.2,3474,120,125,55,59
Nayagarh,Sugarcane,Rabi,2025-11-15,2026-03-15,269,20.08,67.92,6.82,299,33,263,0.64,23.39,2079,120,79,58,53
Nayagarh,Maize,Rabi,2018-11-15,2019-03-15,279,15.37,43.62,6.7,377,29,197,1.2,20.6,5708,120,71,51,56
Nayagarh,Mustard,Rabi,2022-11-15,2023-03-15,389,27.78,69.71,6.56,302,22,189,0.66,19.06,4227,120,76,44,32
Nayagarh,Maize,Rabi,2023-11-15,2024-03-15,496,18.54,58.57,6.21,314,32,225,1.02,27.93,5500,121,70,56,27
Nayagarh,Mustard,Kharif,2015-06-15,2015-10-30,1017,34.3,63.8,5.95,215,48,295,1.12,28.76,2744,137,73,48,28
Nayagarh,Sugarcane,Summer,2025-03-20,2025-06-10,356,19.22,69.28,7.19,283,52,286,0.6,20.95,4997,82,81,75,58
Nayagarh,Sugarcane,Rabi,2020-11-15,2021-03-15,482,18.01,54.85,7.08,266,57,191,0.51,22.63,3459,120,67,73,35
Nayagarh,Mustard,Kharif,2024-06-15,2024-10-30,1573,21.28,75.92,6.28,327,36,180,0.87,24.98,3493,137,54,67,26
Nayagarh,Pulses,Kharif,2019-06-15,2019-10-30,974,33.38,61.51,6.84,207,37,225,0.9,34.44,5455,137,68,60,38
Nayagarh,Sugarcane,Kharif,2016-06-15,2016-10-30,1337,34.55,80.83,7.39,330,59,181,0.88,31.83,4139,137,74,53,22
Nayagarh,Vegetables,Kharif,2024-06-15,2024-10-30,910,31.75,63.03,6.05,378,34,159,0.82,28.81,4840,137,69,52,44
Nayagarh,Mustard,Summer,2024-03-20,2024-06-10,242,21.41,51.16,6.95,304,35,247,0.73,28.28,3606,82,48,56,53
Nayagarh,Mustard,Summer,2025-03-20,2025-06-10,376,19.49,54.74,6.97,328,34,168,0.77,21.87,5561,82,95,80,38
Nayagarh,Pulses,Kharif,2024-06-15,2024-10-30,1460,28.57,84.38,6.8,264,41,171,0.85,34.68,5725,137,49,35,52
Nayagarh,Groundnut,Rabi,2025-11-15,2026-03-15,589,18.56,62.49,7.46,208,51,300,0.7,28.08,4268,120,83,34,44
Nayagarh,Vegetables,Kharif,2024-06-15,2024-10-30,1029,26.58,63.93,6.32,344,29,218,0.97,30.8,3729,137,63,50,36
Nayagarh,Cotton,Kharif,2020-06-15,2020-10-30,1456,25.04,64.66,7.01,266,30,249,0.97,32.44,2716,137,62,63,44
Nayagarh,Mustard,Kharif,2017-06-15,2017-10-30,1273,20.65,72.91,5.75,273,34,291,1.0,32.57,4920,137,67,51,21
Nayagarh,Vegetables,Rabi,2023-11-15,2024-03-15,563,18.02,56.86,6.89,220,35,216,0.89,28.02,3141,121,40,32,58
Nayagarh,Sugarcane,Summer,2016-03-20,2016-06-10,298,25.43,55.24,6.17,274,39,160,1.16,22.59,3156,82,47,34,53
Nayagarh,Sugarcane,Summer,2016-03-20,2016-06-10,431,17.95,46.86,5.53,287,26,180,1.18,31.78,5088,82,43,56,26
Nayagarh,Vegetables,Rabi,2016-11-15,2017-03-15,430,23.16,46.79,7.08,313,55,171,0.93,17.68,3354,120,45,79,25
Nayagarh,Groundnut,Rabi,2022-11-15,2023-03-15,304,18.02,66.78,6.47,340,58,194,0.83,16.6,2705,120,57,65,24
Nayagarh,Groundnut,Kharif,2024-06-15,2024-10-30,1523,20.7,61.31,6.61,229,46,185,1.13,31.69,2144,137,60,71,20
Nayagarh,Maize,Summer,2025-03-20,2025-06-10,291,20.85,62.03,6.5,237,45,161,0.7,29.61,3625,82,60,48,31
Nayagarh,Mustard,Summer,2017-03-20,2017-06-10,283,24.36,44.25,6.89,245,23,196,1.12,33.21,5470,82,59,60,57
Nayagarh,Pulses,Summer,2025-03-20,2025-06-10,391,18.03,69.68,6.54,369,42,275,0.87,29.89,5497,82,67,54,24
Nayagarh,Mustard,Rabi,2025-11-15,2026-03-15,318,16.08,61.65,7.49,313,20,288,0.69,29.79,3383,120,84,34,34
Nayagarh,Rice,Rabi,2020-11-15,2021-03-15,532,27.81,44.74,7.02,345,49,201,0.73,24.27,5323,120,83,42,56
Nayagarh,Sugarcane,Summer,2016-03-20,2016-06-10,386,17.78,64.6,5.95,392,37,254,0.61,33.06,5217,82,49,36,55
Nayagarh,Groundnut,Rabi,2020-11-15,2021-03-15,434,17.81,59.84,7.23,332,49,291,0.87,25.82,2906,120,52,42,38
Nayagarh,Vegetables,Summer,2016-03-20,2016-06-10,482,16.56,62.41,6.51,283,32,197,1.14,29.7,5382,82,81,42,36
Nayagarh,Mustard,Rabi,2015-11-15,2016-03-15,431,16.1,40.61,6.01,315,55,215,1.13,30.36,5909,121,48,45,41
Nayagarh,Maize,Kharif,2020-06-15,2020-10-30,1499,21.97,75.14,6.49,333,50,230,0.55,21.39,5160,137,61,66,59
Nayagarh,Mustard,Summer,2024-03-20,2024-06-10,375,21.28,49.38,6.74,274,37,285,0.72,15.72,5058,82,95,55,20
Nayagarh,Cotton,Rabi,2018-11-15,2019-03-15,495,16.14,61.28,6.63,344,47,238,0.73,24.37,4131,120,46,76,36
Nayagarh,Vegetables,Summer,2025-03-20,2025-06-10,302,27.09,45.89,5.7,266,53,225,1.16,18.87,3678,82,59,33,52
Nayagarh,Cotton,Summer,2016-03-20,2016-06-10,393,16.57,64.29,5.61,388,52,246,1.11,25.36,3717,82,55,46,59
Nayagarh,Pulses,Rabi,2019-11-15,2020-03-15,230,25.44,69.89,6.96,306,49,276,0.88,34.79,5439,121,63,78,34
Nayagarh,Sugarcane,Rabi,2025-11-15,2026-03-15,370,25.94,67.41,6.12,288,50,284,0.59,24.08,4643,120,78,36,52
Nayagarh,Rice,Rabi,2017-11-15,2018-03-15,460,26.07,40.87,6.77,294,49,284,0.5,23.85,3576,120,103,59,59
Nayagarh,Mustard,Kharif,2022-06-15,2022-10-30,877,34.56,76.91,6.85,315,20,233,1.06,26.95,2428,137,73,34,36
Nayagarh,Mustard,Rabi,2017-11-15,2018-03-15,257,20.88,41.56,7.19,318,54,251,0.95,34.87,5946,120,88,73,48
Nayagarh,Sugarcane,Kharif,2021-06-15,2021-10-30,1197,27.3,61.25,7.35,332,57,249,1.02,21.18,5198,137,57,66,41
Nayagarh,Sugarcane,Rabi,2020-11-15,2021-03-15,556,27.38,50.33,7.43,272,34,189,1.12,17.32,5133,120,74,52,26
Nayagarh,Mustard,Kharif,2021-06-15,2021-10-30,845,28.17,70.88,6.63,239,22,198,0.99,32.63,3052,137,76,31,52
Nayagarh,Groundnut,Rabi,2018-11-15,2019-03-15,314,24.24,60.99,6.88,353,39,256,1.07,30.2,5984,120,69,63,50
Nayagarh,Pulses,Rabi,2017-11-15,2018-03-15,276,16.68,65.95,5.74,364,59,180,0.56,24.66,2007,120,79,44,47
Nayagarh,Vegetables,Kharif,2017-06-15,2017-10-30,1512,24.81,62.81,7.32,283,54,157,1.12,28.27,4091,137,60,67,35
Nayagarh,Sugarcane,Summer,2025-03-20,2025-06-10,543,16.41,53.59,7.06,303,55,225,0.95,26.6,4743,82,44,74,30
Nayagarh,Mustard,Kharif,2025-06-15,2025-10-30,810,34.08,60.46,6.57,208,37,206,0.91,23.17,5365,137,75,63,33
Nayagarh,Cotton,Rabi,2022-11-15,2023-03-15,543,21.98,63.06,6.35,264,29,291,0.69,30.26,3205,120,100,79,51
Nayagarh,Maize,Summer,2025-03-20,2025-06-10,379,15.95,50.52,6.39,280,57,175,0.62,31.54,5118,82,90,36,53
Nayagarh,Mustard,Kharif,2020-06-15,2020-10-30,1275,25.73,81.75,6.88,203,58,278,0.92,15.73,2449,137,63,44,22
Nayagarh,Vegetables,Rabi,2021-11-15,2022-03-15,582,26.82,64.5,7.23,307,22,278,0.64,16.52,2917,120,89,34,53
Nayagarh,Pulses,Summer,2022-03-20,2022-06-10,413,18.14,46.38,6.91,394,27,245,0.87,29.03,5997,82,47,75,28
Nayagarh,Vegetables,Summer,2017-03-20,2017-06-10,372,17.21,68.23,5.77,204,28,214,0.96,31.66,5916,82,83,58,28
Nayagarh,Mustard,Kharif,2016-06-15,2016-10-30,1113,33.5,69.72,6.36,274,36,288,0.89,32.76,3690,137,64,39,44
Nayagarh,Cotton,Kharif,2016-06-15,2016-10-30,924,32.86,72.11,6.05,388,49,290,0.87,30.91,2489,137,52,30,50
Nayagarh,Mustard,Summer,2022-03-20,2022-06-10,512,17.6,57.05,6.51,321,37,279,1.12,26.53,5433,82,50,69,48
Nayagarh,Cotton,Summer,2022-03-20,2022-06-10,430,16.43,62.94,6.78,288,48,190,1.1,21.34,4762,82,65,72,53
Nayagarh,Sugarcane,Rabi,2016-11-15,2017-03-15,212,18.9,68.92,6.43,213,31,219,0.97,20.4,3465,120,45,46,60
Nayagarh,Groundnut,Rabi,2017-11-15,2018-03-15,515,19.61,40.01,6.07,397,59,268,0.64,24.98,3385,120,56,30,58
Nayagarh,Maize,Kharif,2015-06-15,2015-10-30,1520,29.8,84.74,6.03,389,57,163,1.16,22.18,4137,137,45,45,25
Nayagarh,Pulses,Kharif,2023-06-15,2023-10-30,1156,31.14,83.34,6.32,355,50,185,1.19,16.11,2292,137,70,48,53
Nayagarh,Pulses,Kharif,2018-06-15,2018-10-30,1540,27.38,78.5,5.88,315,35,294,0.96,33.28,2927,137,44,34,59
Nayagarh,Sugarcane,Rabi,2017-11-15,2018-03-15,522,17.4,47.77,6.6,225,52,287,0.64,32.22,5422,120,83,49,52
Nayagarh,Cotton,Kharif,2022-06-15,2022-10-30,896,27.59,72.51,7.0,233,39,227,0.83,22.38,3766,137,74,32,37
Nayagarh,Sugarcane,Summer,2025-03-20,2025-06-10,490,19.09,44.02,6.33,330,44,231,0.92,26.37,4373,82,89,47,44
Nayagarh,Maize,Rabi,2024-11-15,2025-03-15,227,24.48,42.09,7.1,395,49,254,0.88,28.62,4517,120,66,66,55
Nayagarh,Rice,Rabi,2024-11-15,2025-03-15,529,15.15,68.07,7.01,359,38,195,0.98,31.17,5672,120,99,66,42
Nayagarh,Cotton,Summer,2020-03-20,2020-06-10,476,16.32,52.08,7.43,227,36,270,1.13,26.42,5604,82,62,42,48
Nayagarh,Sugarcane,Rabi,2019-11-15,2020-03-15,512,16.78,53.98,7.15,366,29,286,1.09,23.94,3261,121,94,37,32
Nayagarh,Mustard,Rabi,2015-11-15,2016-03-15,487,20.31,44.0,6.72,359,31,226,0.53,33.38,5107,121,83,30,45
Nayagarh,Sugarcane,Kharif,2023-06-15,2023-10-30,855,28.94,75.7,7.02,260,23,282,0.69,34.88,4358,137,74,69,46
Nayagarh,Pulses,Rabi,2020-11-15,2021-03-15,542,26.63,57.93,7.3,286,51,271,0.91,31.23,3953,120,81,74,23
Nayagarh,Pulses,Kharif,2024-06-15,2024-10-30,965,31.46,71.45,5.88,344,43,212,0.69,31.93,3689,137,47,55,45
Nayagarh,Maize,Rabi,2024-11-15,2025-03-15,501,22.68,46.94,5.66,268,39,269,0.91,22.66,5412,120,47,74,27
Nayagarh,Mustard,Summer,2015-03-20,2015-06-10,519,19.67,62.64,6.6,250,21,249,0.55,16.2,3520,82,40,63,35
Nayagarh,Mustard,Summer,2022-03-20,2022-06-10,234,21.33,55.79,5.72,390,25,280,0.59,33.49,2740,82,64,44,40
Nayagarh,Sugarcane,Rabi,2023-11-15,2024-03-15,539,24.53,60.02,7.5,274,43,298,1.09,29.18,5598,121,59,79,27
Nayagarh,Maize,Summer,2017-03-20,2017-06-10,526,26.55,61.62,5.88,238,45,172,1.15,27.64,5418,82,93,65,49
Nayagarh,Vegetables,Kharif,2024-06-15,2024-10-30,1468,34.04,80.67,7.27,375,59,193,0.87,15.72,3431,137,40,68,21
Nayagarh,Sugarcane,Rabi,2017-11-15,2018-03-15,568,22.59,68.96,6.73,207,56,256,0.59,33.49,2153,120,63,63,35
Nayagarh,Maize,Rabi,2021-11-15,2022-03-15,551,20.11,61.8,6.85,398,33,220,1.15,26.25,5593,120,46,56,42
Nayagarh,Rice,Kharif,2016-06-15,2016-10-30,1279,30.88,62.59,6.48,283,58,279,0.62,25.34,4145,137,100,49,50
Nayagarh,Mustard,Rabi,2017-11-15,2018-03-15,482,21.66,53.54,6.38,265,60,154,0.93,30.17,4208,120,43,48,37
Nayagarh,Pulses,Rabi,2024-11-15,2025-03-15,563,21.89,59.5,6.37,252,35,211,0.63,19.56,3251,120,41,36,37
Nayagarh,Sugarcane,Kharif,2018-06-15,2018-10-30,1337,34.62,80.61,6.75,344,40,186,0.55,16.45,5993,137,78,77,37
Nayagarh,Maize,Rabi,2023-11-15,2024-03-15,394,22.21,42.36,5.86,225,49,229,1.03,21.17,2579,121,63,48,36
Nayagarh,Vegetables,Rabi,2018-11-15,2019-03-15,455,24.84,69.52,6.34,293,36,197,1.13,31.39,4532,120,98,47,23
Nayagarh,Mustard,Rabi,2018-11-15,2019-03-15,229,26.62,55.39,7.37,301,53,158,0.81,18.7,3421,120,67,42,21
Nayagarh,Rice,Kharif,2017-06-15,2017-10-30,1408,30.31,80.49,6.88,206,42,185,0.82,28.75,5840,137,115,45,23
Nayagarh,Vegetables,Kharif,2015-06-15,2015-10-30,1155,21.37,65.54,7.07,382,25,214,0.55,19.5,2337,137,86,56,21
Nayagarh,Vegetables,Summer,2016-03-20,2016-06-10,220,18.4,57.11,6.97,304,30,290,0.93,23.19,5186,82,41,71,48
Nayagarh,Cotton,Summer,2015-03-20,2015-06-10,386,19.88,44.14,6.25,326,24,216,1.16,28.53,3185,82,59,35,25
Nayagarh,Pulses,Rabi,2015-11-15,2016-03-15,260,19.49,64.45,5.66,310,28,222,0.51,20.94,3995,121,41,63,39
Nayagarh,Rice,Summer,2015-03-20,2015-06-10,525,21.74,47.66,7.35,303,34,180,0.53,18.66,4744,82,149,58,44
Nayagarh,Vegetables,Rabi,2020-11-15,2021-03-15,234,19.19,51.89,7.08,377,40,251,0.66,17.93,2385,120,85,59,53
Nayagarh,Vegetables,Summer,2018-03-20,2018-06-10,256,19.73,52.12,7.15,294,55,189,1.08,19.61,4702,82,60,80,40
Nayagarh,Rice,Kharif,2019-06-15,2019-10-30,1177,25.57,81.71,6.13,369,59,188,0.5,18.8,4800,137,84,62,37
Nayagarh,Groundnut,Summer,2015-03-20,2015-06-10,224,25.82,58.29,6.21,217,60,154,1.1,31.81,4442,82,58,43,59
Nayagarh,Mustard,Rabi,2015-11-15,2016-03-15,598,27.22,65.5,6.93,216,32,267,1.18,33.09,3281,121,89,50,43
Nayagarh,Groundnut,Kharif,2018-06-15,2018-10-30,922,24.42,67.75,7.32,250,37,180,0.64,23.52,2779,137,88,72,33
Nayagarh,Groundnut,Kharif,2021-06-15,2021-10-30,1222,21.02,78.12,6.79,290,52,234,0.84,16.61,2453,137,58,32,36
Nayagarh,Vegetables,Rabi,2019-11-15,2020-03-15,570,27.14,51.89,5.64,378,57,224,0.6,18.59,2666,121,48,60,26
Nayagarh,Cotton,Summer,2020-03-20,2020-06-10,431,17.3,62.78,6.0,351,34,295,1.12,20.62,5303,82,62,77,51
Nayagarh,Rice,Kharif,2016-06-15,2016-10-30,1130,22.03,72.38,6.3,209,48,265,0.86,31.07,5667,137,146,70,54
Nayagarh,Mustard,Rabi,2017-11-15,2018-03-15,561,18.43,50.54,7.2,392,32,155,0.87,16.2,2188,120,86,74,39
Nayagarh,Pulses,Summer,2023-03-20,2023-06-10,431,22.61,45.74,7.15,265,43,250,1.18,28.58,4810,82,88,58,56
Nayagarh,Vegetables,Rabi,2023-11-15,2024-03-15,279,24.02,58.54,6.63,321,58,177,0.63,30.52,3095,121,94,37,57
Nayagarh,Groundnut,Rabi,2021-11-15,2022-03-15,200,25.07,43.47,5.6,222,30,272,1.18,25.12,4637,120,68,57,34
Nayagarh,Cotton,Rabi,2025-11-15,2026-03-15,372,17.73,57.38,7.04,246,55,221,0.64,16.94,3054,120,41,68,56
Nayagarh,Rice,Rabi,2017-11-15,2018-03-15,242,21.75,47.72,6.64,270,39,267,0.65,24.65,5878,120,137,79,59
Nayagarh,Groundnut,Summer,2023-03-20,2023-06-10,512,24.23,67.63,6.48,243,35,159,0.68,33.07,3402,82,94,70,35
Nayagarh,Maize,Kharif,2021-06-15,2021-10-30,891,34.9,72.22,6.02,201,35,164,1.15,27.03,5458,137,84,49,52
Nayagarh,Groundnut,Kharif,2017-06-15,2017-10-30,1426,31.24,79.81,6.92,385,53,178,1.01,20.31,5307,137,69,78,38
Nayagarh,Vegetables,Rabi,2017-11-15,2018-03-15,319,18.15,64.37,7.18,212,39,150,0.81,33.95,5451,120,57,46,50
Nayagarh,Sugarcane,Rabi,2021-11-15,2022-03-15,452,16.72,52.02,7.4,319,30,261,0.67,33.68,4398,120,88,41,30
Nayagarh,Groundnut,Kharif,2017-06-15,2017-10-30,986,27.55,81.67,7.19,392,38,227,1.08,19.39,3775,137,91,61,25
Nayagarh,Groundnut,Kharif,2017-06-15,2017-10-30,1314,25.08,60.24,7.14,277,30,153,0.54,18.27,3898,137,57,75,31
Nayagarh,Rice,Rabi,2018-11-15,2019-03-15,361,16.68,69.25,5.59,235,48,284,0.57,33.14,5009,120,98,32,51
Nayagarh,Maize,Summer,2017-03-20,2017-06-10,477,27.48,50.37,5.84,293,39,190,0.69,16.63,5375,82,80,36,43
Nayagarh,Sugarcane,Rabi,2024-11-15,2025-03-15,242,22.57,61.85,6.6,262,28,189,0.96,32.81,5518,120,93,61,39
Nayagarh,Cotton,Summer,2017-03-20,2017-06-10,479,19.97,69.43,5.53,386,25,212,0.68,16.2,2942,82,42,45,45
Nayagarh,Pulses,Rabi,2017-11-15,2018-03-15,508,26.13,41.24,5.93,254,46,175,0.98,33.77,2941,120,45,42,35
Nayagarh,Vegetables,Summer,2015-03-20,2015-06-10,274,23.68,66.4,6.8,241,23,284,1.07,30.43,3706,82,92,80,25
Nayagarh,Sugarcane,Rabi,2023-11-15,2024-03-15,512,27.83,60.14,5.86,253,30,211,0.97,31.87,4538,121,47,44,47
Nayagarh,Cotton,Summer,2023-03-20,2023-06-10,568,20.19,52.08,6.39,350,57,177,0.6,29.3,2359,82,90,66,34
Nayagarh,Rice,Rabi,2016-11-15,2017-03-15,531,18.88,55.55,5.65,324,58,253,0.93,26.54,2314,120,109,71,22
Nayagarh,Cotton,Rabi,2025-11-15,2026-03-15,472,27.3,68.49,7.11,305,41,181,0.82,23.33,3537,120,94,38,29
Nayagarh,Groundnut,Summer,2019-03-20,2019-06-10,281,26.53,42.4,5.65,210,49,267,0.69,32.89,2839,82,69,31,58
Nayagarh,Groundnut,Rabi,2017-11-15,2018-03-15,218,15.25,69.77,6.14,245,49,247,0.87,25.81,3026,120,68,45,32
Nayagarh,Sugarcane,Rabi,2023-11-15,2024-03-15,322,25.8,67.67,5.56,370,45,294,1.17,29.06,3417,121,45,71,57
Nayagarh,Rice,Rabi,2019-11-15,2020-03-15,239,23.28,49.4,5.84,313,22,256,0.85,15.93,4008,121,149,38,44
Nayagarh,Maize,Rabi,2020-11-15,2021-03-15,216,17.21,67.43,6.05,293,46,173,1.18,31.72,3788,120,97,37,22
Nayagarh,Sugarcane,Summer,2017-03-20,2017-06-10,598,20.34,60.54,7.28,288,36,249,1.18,21.47,4412,82,90,79,31
Nayagarh,Cotton,Rabi,2018-11-15,2019-03-15,576,15.13,63.26,6.58,312,40,267,0.8,29.28,2525,120,76,66,57
Nayagarh,Groundnut,Summer,2018-03-20,2018-06-10,285,16.4,54.13,5.79,238,49,157,0.59,22.91,2874,82,53,69,47
Nayagarh,Maize,Kharif,2018-06-15,2018-10-30,1003,22.94,80.66,7.24,358,39,243,0.56,31.96,2464,137,57,71,31
Nayagarh,Sugarcane,Rabi,2016-11-15,2017-03-15,232,18.88,53.59,7.4,396,52,296,0.7,24.25,4963,120,54,38,30
Nayagarh,Sugarcane,Summer,2018-03-20,2018-06-10,241,27.66,66.04,6.24,224,20,279,0.87,25.5,3048,82,83,63,44
Nayagarh,Cotton,Rabi,2016-11-15,2017-03-15,327,25.55,57.72,6.55,220,54,196,0.93,22.01,3094,120,69,40,24
Nayagarh,Cotton,Kharif,2018-06-15,2018-10-30,1133,29.45,67.26,6.0,380,59,157,0.74,26.78,5944,137,66,39,43
Nayagarh,Pulses,Kharif,2015-06-15,2015-10-30,1099,28.27,79.16,7.26,228,33,220,0.96,22.17,4983,137,46,50,20
Nayagarh,Maize,Summer,2016-03-20,2016-06-10,521,18.52,52.79,5.73,237,35,262,1.18,34.06,2634,82,80,35,27
Nayagarh,Groundnut,Rabi,2024-11-15,2025-03-15,514,15.63,60.88,5.83,205,22,220,0.74,16.38,5710,120,55,41,39
